timestamp,ip,method,url,status,response_time
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,400,2835
2026-05-12 15:49:10,10.0.0.1,GET,/api/login,400,4144
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,502,3566
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,201,2698
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/login,404,3867
2026-05-12 15:49:10,192.168.1.101,GET,/api/data,201,3411
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,502,4553
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,502,3476
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/login,502,184
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,502,4583
2026-05-12 15:49:10,192.168.1.101,GET,/api/data,201,4674
2026-05-12 15:49:10,192.168.1.100,PUT,/api/login,200,2674
2026-05-12 15:49:10,192.168.1.100,PUT,/api/data,404,3807
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,404,3774
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,404,831
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,404,3203
2026-05-12 15:49:10,192.168.1.100,PUT,/api/users,500,2027
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,201,717
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,201,32
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/login,404,3542
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/login,502,2014
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,502,1507
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,400,4265
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/users,502,632
2026-05-12 15:49:10,10.0.0.1,PUT,/api/order,200,2011
2026-05-12 15:49:10,192.168.1.101,GET,/api/login,404,266
2026-05-12 15:49:10,172.16.0.5,PUT,/api/order,201,2116
2026-05-12 15:49:10,192.168.1.100,POST,/api/users,500,857
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/data,502,69
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,500,3775
2026-05-12 15:49:10,192.168.1.100,PUT,/api/login,400,3059
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,201,2106
2026-05-12 15:49:10,172.16.0.5,PUT,/api/order,500,2385
2026-05-12 15:49:10,172.16.0.5,GET,/api/users,201,1790
2026-05-12 15:49:10,172.16.0.5,POST,/api/login,404,495
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,502,3551
2026-05-12 15:49:10,192.168.1.101,GET,/api/login,400,4253
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/users,500,4761
2026-05-12 15:49:10,10.0.0.1,PUT,/api/order,502,1670
2026-05-12 15:49:10,172.16.0.5,GET,/api/users,400,506
2026-05-12 15:49:10,172.16.0.5,POST,/api/order,400,4254
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,200,4010
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/login,404,2068
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,502,4724
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,502,4294
2026-05-12 15:49:10,172.16.0.5,POST,/api/data,201,3281
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/login,404,623
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/order,200,2051
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,400,1854
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,200,3732
2026-05-12 15:49:10,192.168.1.101,GET,/api/order,200,4904
2026-05-12 15:49:10,192.168.1.101,GET,/api/order,404,433
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,404,3081
2026-05-12 15:49:10,192.168.1.101,POST,/api/login,400,3926
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/order,500,1606
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,500,2215
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,500,2198
2026-05-12 15:49:10,10.0.0.1,GET,/api/users,502,1382
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,500,4204
2026-05-12 15:49:10,172.16.0.5,POST,/api/order,500,1416
2026-05-12 15:49:10,10.0.0.1,GET,/api/login,404,1278
2026-05-12 15:49:10,10.0.0.1,PUT,/api/users,502,16
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,500,2723
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,200,2488
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/login,200,1640
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,500,2671
2026-05-12 15:49:10,172.16.0.5,POST,/api/data,400,4700
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,404,711
2026-05-12 15:49:10,172.16.0.5,POST,/api/login,500,3051
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/order,404,3817
2026-05-12 15:49:10,10.0.0.1,PUT,/api/users,500,3010
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/users,400,1895
2026-05-12 15:49:10,192.168.1.101,GET,/api/data,200,3017
2026-05-12 15:49:10,192.168.1.101,PUT,/api/data,201,887
2026-05-12 15:49:10,172.16.0.5,PUT,/api/data,500,378
2026-05-12 15:49:10,192.168.1.100,POST,/api/order,500,4052
2026-05-12 15:49:10,192.168.1.100,GET,/api/users,404,1320
2026-05-12 15:49:10,192.168.1.101,PUT,/api/users,500,71
2026-05-12 15:49:10,192.168.1.101,GET,/api/order,404,1536
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,200,2994
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/data,502,4646
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,404,4777
2026-05-12 15:49:10,192.168.1.100,PUT,/api/order,200,440
2026-05-12 15:49:10,10.0.0.1,PUT,/api/login,502,329
2026-05-12 15:49:10,192.168.1.101,GET,/api/data,502,1107
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,201,715
2026-05-12 15:49:10,192.168.1.100,POST,/api/users,404,1878
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/login,200,2019
2026-05-12 15:49:10,192.168.1.100,PUT,/api/users,400,1050
2026-05-12 15:49:10,192.168.1.100,PUT,/api/data,201,243
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,404,4633
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,404,3491
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,502,2995
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/users,404,4312
2026-05-12 15:49:10,192.168.1.101,PUT,/api/data,201,3896
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,400,3821
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,400,2810
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/login,201,2679
2026-05-12 15:49:10,192.168.1.101,POST,/api/login,400,4188
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,502,3128
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,500,4379
2026-05-12 15:49:10,172.16.0.5,POST,/api/order,400,1882
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/users,400,4635
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,400,2284
2026-05-12 15:49:10,172.16.0.5,POST,/api/login,400,485
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,400,2580
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,400,2944
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/users,201,4104
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,500,3225
2026-05-12 15:49:10,192.168.1.100,GET,/api/login,200,4892
2026-05-12 15:49:10,192.168.1.101,PUT,/api/data,404,1019
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,500,4676
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,200,2321
2026-05-12 15:49:10,192.168.1.100,GET,/api/login,502,4929
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,500,4527
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,404,3064
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,502,4459
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,502,4317
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,200,2005
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/data,404,4806
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,502,3308
2026-05-12 15:49:10,172.16.0.5,POST,/api/order,502,3937
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,400,4635
2026-05-12 15:49:10,192.168.1.101,PUT,/api/users,404,4284
2026-05-12 15:49:10,172.16.0.5,GET,/api/data,400,1595
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,200,3365
2026-05-12 15:49:10,172.16.0.5,POST,/api/login,200,4479
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,200,4366
2026-05-12 15:49:10,192.168.1.100,PUT,/api/order,500,2239
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/order,201,4216
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,201,4639
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/users,502,3240
2026-05-12 15:49:10,10.0.0.1,PUT,/api/order,404,3076
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/users,201,336
2026-05-12 15:49:10,192.168.1.101,GET,/api/users,404,409
2026-05-12 15:49:10,192.168.1.100,POST,/api/order,400,893
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,200,459
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,502,211
2026-05-12 15:49:10,192.168.1.100,POST,/api/order,502,3115
2026-05-12 15:49:10,10.0.0.1,PUT,/api/order,502,1453
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,201,4822
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,502,3485
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,404,1658
2026-05-12 15:49:10,192.168.1.100,PUT,/api/login,500,1820
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/login,500,2520
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,500,1560
2026-05-12 15:49:10,10.0.0.1,PUT,/api/users,500,2346
2026-05-12 15:49:10,192.168.1.101,POST,/api/login,502,2977
2026-05-12 15:49:10,172.16.0.5,GET,/api/data,201,2028
2026-05-12 15:49:10,10.0.0.1,GET,/api/users,404,4609
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/data,502,3525
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/order,502,4070
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/order,200,3634
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/order,201,976
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,400,1182
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,400,1450
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,400,2208
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,502,213
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/order,400,4934
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/data,201,2522
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/data,502,1091
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/login,201,4767
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,400,457
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,500,2218
2026-05-12 15:49:10,192.168.1.101,PUT,/api/users,404,2934
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,502,4804
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,404,1992
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,200,3152
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,404,1418
2026-05-12 15:49:10,192.168.1.101,GET,/api/order,200,122
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,200,2051
2026-05-12 15:49:10,192.168.1.101,PUT,/api/data,404,1324
2026-05-12 15:49:10,10.0.0.1,GET,/api/data,404,826
2026-05-12 15:49:10,192.168.1.100,PUT,/api/data,502,530
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/data,200,658
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,201,1390
2026-05-12 15:49:10,192.168.1.101,PUT,/api/users,400,4610
2026-05-12 15:49:10,192.168.1.100,POST,/api/order,400,4604
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,200,4765
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,500,204
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,201,4246
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/login,502,2486
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/users,200,2235
2026-05-12 15:49:10,192.168.1.101,POST,/api/order,500,712
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,201,4808
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/login,201,130
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,201,4837
2026-05-12 15:49:10,10.0.0.1,GET,/api/data,500,1523
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,400,2933
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,200,2922
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,404,645
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,200,589
2026-05-12 15:49:10,192.168.1.101,PUT,/api/data,502,436
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,404,79
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,404,965
2026-05-12 15:49:10,172.16.0.5,PUT,/api/login,404,1814
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,502,2870
2026-05-12 15:49:10,192.168.1.100,GET,/api/login,201,3353
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/order,500,1732
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,400,31
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,502,1560
2026-05-12 15:49:10,172.16.0.5,PUT,/api/login,200,2867
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,400,674
2026-05-12 15:49:10,192.168.1.101,POST,/api/login,200,1803
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,500,2383
2026-05-12 15:49:10,10.0.0.1,PUT,/api/order,400,3275
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,502,4723
2026-05-12 15:49:10,10.0.0.1,PUT,/api/users,200,4349
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,201,3845
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,400,4569
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/users,201,452
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,404,2826
2026-05-12 15:49:10,192.168.1.100,PUT,/api/order,404,1482
2026-05-12 15:49:10,192.168.1.100,PUT,/api/data,500,4666
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,201,4686
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,201,4859
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,500,4201
2026-05-12 15:49:10,192.168.1.100,GET,/api/users,500,1675
2026-05-12 15:49:10,192.168.1.100,GET,/api/login,201,1132
2026-05-12 15:49:10,172.16.0.5,GET,/api/login,404,4619
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,404,2050
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,400,3183
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/users,500,4376
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,201,4511
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,200,456
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,502,3981
2026-05-12 15:49:10,192.168.1.101,GET,/api/users,400,3475
2026-05-12 15:49:10,192.168.1.101,POST,/api/order,201,2945
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,500,922
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,404,1519
2026-05-12 15:49:10,172.16.0.5,PUT,/api/data,200,584
2026-05-12 15:49:10,172.16.0.5,GET,/api/data,500,4724
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,400,3589
2026-05-12 15:49:10,172.16.0.5,GET,/api/data,404,4919
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,502,234
2026-05-12 15:49:10,172.16.0.5,POST,/api/order,404,1859
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,404,1578
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,404,3533
2026-05-12 15:49:10,192.168.1.100,GET,/api/login,400,139
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/users,404,3740
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/login,201,806
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,404,583
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,500,1553
2026-05-12 15:49:10,192.168.1.101,PUT,/api/users,502,4729
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,502,4549
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,500,2068
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,404,2944
2026-05-12 15:49:10,192.168.1.101,GET,/api/order,500,1260
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,502,2547
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,404,3149
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,201,412
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/users,201,1737
2026-05-12 15:49:10,172.16.0.5,GET,/api/login,502,2268
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/order,500,2448
2026-05-12 15:49:10,172.16.0.5,POST,/api/data,400,4665
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/login,502,1449
2026-05-12 15:49:10,10.0.0.1,PUT,/api/users,500,2839
2026-05-12 15:49:10,172.16.0.5,GET,/api/users,200,4119
2026-05-12 15:49:10,192.168.1.100,PUT,/api/login,502,4578
2026-05-12 15:49:10,192.168.1.100,POST,/api/order,500,851
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,400,4400
2026-05-12 15:49:10,172.16.0.5,POST,/api/login,200,3178
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,404,3655
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/login,404,2813
2026-05-12 15:49:10,10.0.0.1,PUT,/api/users,200,182
2026-05-12 15:49:10,192.168.1.101,POST,/api/data,502,3325
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,502,375
2026-05-12 15:49:10,192.168.1.101,GET,/api/users,500,3959
2026-05-12 15:49:10,192.168.1.100,PUT,/api/users,200,2427
2026-05-12 15:49:10,10.0.0.1,GET,/api/data,400,472
2026-05-12 15:49:10,192.168.1.101,POST,/api/order,400,4588
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,500,112
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/users,400,1842
2026-05-12 15:49:10,10.0.0.1,PUT,/api/data,200,1745
2026-05-12 15:49:10,172.16.0.5,GET,/api/login,502,3941
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,400,3619
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/login,400,1762
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/data,500,2439
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/order,404,1358
2026-05-12 15:49:10,192.168.1.100,POST,/api/data,400,3871
2026-05-12 15:49:10,192.168.1.101,PUT,/api/order,500,326
2026-05-12 15:49:10,192.168.1.101,PUT,/api/login,400,3603
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,201,4061
2026-05-12 15:49:10,172.16.0.5,GET,/api/users,404,1337
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/data,201,4054
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/login,201,4371
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/data,404,4311
2026-05-12 15:49:10,192.168.1.100,POST,/api/users,502,1452
2026-05-12 15:49:10,192.168.1.101,GET,/api/order,500,2978
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/data,404,1073
2026-05-12 15:49:10,172.16.0.5,PUT,/api/login,404,737
2026-05-12 15:49:10,172.16.0.5,POST,/api/order,502,4160
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,502,2721
2026-05-12 15:49:10,172.16.0.5,GET,/api/data,400,2784
2026-05-12 15:49:10,192.168.1.100,POST,/api/users,404,4653
2026-05-12 15:49:10,192.168.1.101,GET,/api/data,404,1344
2026-05-12 15:49:10,192.168.1.100,GET,/api/data,500,4398
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/order,200,3949
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,201,1796
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/login,502,2581
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,502,3961
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,404,2334
2026-05-12 15:49:10,10.0.0.1,GET,/api/login,500,2074
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,400,1708
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/login,200,1814
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/data,500,1002
2026-05-12 15:49:10,192.168.1.101,DELETE,/api/data,404,2716
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/login,400,877
2026-05-12 15:49:10,192.168.1.100,GET,/api/order,502,2603
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,201,3440
2026-05-12 15:49:10,10.0.0.1,GET,/api/data,500,3686
2026-05-12 15:49:10,192.168.1.100,POST,/api/login,400,2754
2026-05-12 15:49:10,192.168.1.101,GET,/api/users,201,3222
2026-05-12 15:49:10,172.16.0.5,PUT,/api/data,500,1380
2026-05-12 15:49:10,172.16.0.5,DELETE,/api/data,500,3100
2026-05-12 15:49:10,172.16.0.5,PUT,/api/users,200,124
2026-05-12 15:49:10,172.16.0.5,GET,/api/order,502,265
2026-05-12 15:49:10,10.0.0.1,GET,/api/users,502,127
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,500,975
2026-05-12 15:49:10,10.0.0.1,POST,/api/data,404,1523
2026-05-12 15:49:10,10.0.0.1,POST,/api/login,404,1706
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,201,2360
2026-05-12 15:49:10,10.0.0.1,POST,/api/order,400,161
2026-05-12 15:49:10,192.168.1.100,DELETE,/api/users,201,903
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,502,4024
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,404,2249
2026-05-12 15:49:10,10.0.0.1,GET,/api/order,200,985
2026-05-12 15:49:10,10.0.0.1,DELETE,/api/login,400,4485
2026-05-12 15:49:10,172.16.0.5,GET,/api/users,200,88
2026-05-12 15:49:10,10.0.0.1,POST,/api/users,200,1837
2026-05-12 15:49:10,192.168.1.101,POST,/api/users,200,943
2026-05-12 15:49:10,10.0.0.1,GET,/api/data,200,1359
2026-05-12 15:49:10,192.168.1.101,POST,/api/order,200,4775
2026-05-12 15:49:10,172.16.0.5,POST,/api/users,404,4561
2026-05-12 15:49:10,10.0.0.1,GET,/api/data,502,392
2026-05-12 15:49:10,192.168.1.101,GET,/api/data,502,2057
